"AptName","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference","CalReference","Cal_PLT19524","Cal_PLT19523","Cal_PLT19522","CalQcRatio_PLT19524_200170","Cal_PLT19521","CalQcRatio_PLT19523_200170","Cal_PLT19525","CalQcRatio_PLT19522_200170","ColCheck","CalQcRatio_PLT19521_200170","CalQcRatio_PLT19525_200170","QcReference_200170","Dilution2"
"seq.12730.3","12730-3",3,"SL006986","Kinetochore protein NDC80 homolog","KNTC2","O14777","10403","NDC80","Human","RFU","Protein","0.5",4569.8,4569.8,1.04876873,1.07428652,1.07915742,1.03,1.05858371,0.972,0.93822243,0.986,"PASS",0.979,1.008,3278.6,0.005
"seq.12731.12","12731-12",3,"SL019906","Pleckstrin homology domain-containing family A member 7","PKHA7","Q6IQ23","144100","PLEKHA7","Human","RFU","Protein","20",347.2,347.2,1.00959581,0.9463069,0.98329085,0.98,0.98917379,1.029,0.95832183,1.01,"PASS",0.975,1.056,174.6,0.2
"seq.12732.13","12732-13",3,"SL019852","MAGUK p55 subfamily member 7","MPP7","Q5T2T1","143098","MPP7","Human","RFU","Protein","20",5083.5,5083.5,1.15591887,1.17965795,1.12974198,0.995,1.15188525,1.005,1.29081814,0.997,"PASS",1.044,0.998,3709.5,0.2
"seq.12734.112","12734-112",3,"SL019869","Kinesin-like protein KIF22","KIF22","Q14807","3835","KIF22","Human","RFU","Protein","20",394,394,1.07709131,1.11900028,1.135774,1.031,1.05630027,0.977,1.19575114,1.028,"PASS",1.052,0.992,297.3,0.2
"seq.12735.39","12735-39",3,"SL007039","Cold shock domain-containing protein E1","CSDE1","O75534","7812","CSDE1","Human","RFU","Protein","20",856.9,856.9,1.0721972,1.11083744,1.07826853,0.975,1.05296142,0.946,1.11925287,0.98,"PASS",0.953,0.913,573.3,0.2
"seq.12737.12","12737-12",3,"SL015520","Plastin-1","PLSI","Q14651","5357","PLS1","Human","RFU","Protein","20",2572.2,2572.2,1.05469903,1.03500724,1.07067932,1.003,1.07300184,0.996,1.0457798,1.014,"PASS",1.009,1.023,1544.2,0.2
"seq.12738.43","12738-43",3,"SL019897","Nischarin","NISCH","Q9Y2I1","11188","NISCH","Human","RFU","Protein","20",3352,3352,1.20471535,1.20501851,1.11781772,0.976,1.12926591,0.971,1.19424255,0.945,"PASS",0.961,0.968,2298.6,0.2
"seq.12740.55","12740-55",3,"SL019853","Protein FEV","FEV","Q99581","54738","FEV","Human","RFU","Protein","20",522.9,522.9,0.94182277,0.90812782,0.89323539,1.026,0.91129313,1.06,0.84135157,1.06,"PASS",1.05,1.066,446.4,0.2
"seq.12742.160","12742-160",3,"SL019870","Transmembrane protein 8B","TMM8B","A6NDV4","51754","TMEM8B","Human","RFU","Protein","20",4064.6,4064.6,1.07662967,1.06690816,1.10325172,0.987,1.10466096,1.028,1.15245683,1.027,"PASS",1.045,1.053,3637,0.2
"seq.12743.18","12743-18",3,"SL015328","BAG family molecular chaperone regulator 5","BAG5","Q9UL15","9529","BAG5","Human","RFU","Protein","20",565.3,565.3,0.97870499,0.98450017,0.94595047,1.008,0.96615963,1.016,0.97147276,1.022,"PASS",1.032,1.005,455.1,0.2
"seq.12746.4","12746-4",3,"SL019898","Cytohesin-4","CYH4","Q9UIA0","27128","CYTH4","Human","RFU","Protein","0.5",878,878,0.95507451,1.03856163,1.0896004,1.009,1.0877106,1.001,0.97827298,0.998,"PASS",1.019,1.009,780.6,0.005
"seq.12747.89","12747-89",3,"SL010231","RNA-binding protein 3","RBM3","P98179","5935","RBM3","Human","RFU","Protein","20",21023.6,21023.6,0.97245941,0.90323468,1.04856383,0.962,0.97791918,1.096,1.09953192,0.971,"PASS",1.117,1.003,17771,0.2
"seq.12748.6","12748-6",3,"SL019854","Bromodomain testis-specific protein","BRDT","Q58F21","676","BRDT","Human","RFU","Protein","20",1068.8,1068.8,1.11472674,1.12304298,1.03335589,0.988,1.05331625,0.964,1.10299278,0.977,"PASS",0.971,0.956,696.8,0.2
"seq.12750.9","12750-9",3,"SL004122","Integrin beta-2","LFA-1 beta-2","P05107","3689","ITGB2","Human","RFU","Protein","20",1768.8,1768.8,1.13515595,1.1250477,1.03608247,0.971,1.07362671,0.977,1.07663278,0.953,"PASS",0.948,0.946,1062.2,0.2
"seq.12751.26","12751-26",3,"SL015327","Zinc fingers and homeoboxes protein 1","ZHX1","Q9UKY1","11244","ZHX1","Human","RFU","Protein","20",429.9,429.9,0.94442004,0.99078129,0.92193867,1.066,0.94317683,0.975,0.85722832,1.027,"PASS",1.071,1.042,389.3,0.2
"seq.12753.6","12753-6",3,"SL025795","Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1","APBB2:PID 1","Q92870","323","APBB2","Human","RFU","Protein","20",1163,1163,0.98475868,0.95179638,0.89918045,0.979,0.9706226,0.973,0.79816073,1.014,"PASS",0.933,0.99,717.4,0.2
"seq.12754.14","12754-14",3,"SL019899","Cold shock domain-containing protein C2","CSDC2","Q9Y534","27254","CSDC2","Human","RFU","Protein","20",2645.3,2645.3,1.18120116,1.14356735,1.09509025,1.024,1.13992071,1.014,1.18628638,0.968,"PASS",0.96,0.962,1394.7,0.2
"seq.12756.3","12756-3",3,"SL019855","Transcription regulator protein BACH2","BACH2","Q9BYV9","60468","BACH2","Human","RFU","Protein","20",2783.6,2783.6,1.09011161,1.10350842,1.04141569,1.081,1.07503959,0.965,1.12450513,0.993,"PASS",0.977,0.944,2246.3,0.2
"seq.12758.47","12758-47",3,"SL019871","Glutamate receptor ionotropic, delta-2","GRID2","O43424","2895","GRID2","Human","RFU","Protein","20",3682.1,3682.1,0.89077318,0.83280935,0.87541903,0.971,0.91188489,1.049,0.72206534,1.041,"PASS",1.003,1.006,3191.1,0.2
"seq.12759.47","12759-47",3,"SL004792","Interleukin enhancer-binding factor 3","DRBP76","Q12906","3609","ILF3","Human","RFU","Protein","20",808.1,808.1,1.05661611,1.05482313,1.0982604,1.006,1.06370936,1.023,1.08952407,1.033,"PASS",1.051,1.023,643.5,0.2
"seq.12760.34","12760-34",3,"SL019886","Zinc finger protein 774","ZN774","Q6NX45","342132","ZNF774","Human","RFU","Protein","20",686.2,686.2,0.99204858,0.99305355,0.90971762,0.97,0.94792098,0.933,0.88234538,0.946,"PASS",0.919,0.932,444.3,0.2
"seq.12761.12","12761-12",3,"SL025796","Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 2","APBB2:PID 2","Q92870","323","APBB2","Human","RFU","Protein","20",1235,1235,0.94045081,1.02387664,0.97297723,0.986,0.95736434,1.016,0.97798543,1.021,"PASS",1.062,1.032,985.5,0.2
"seq.12763.69","12763-69",3,"SL019908","Zinc finger protein 334","ZN334","Q9HCZ1","55713","ZNF334","Human","RFU","Protein","20",2077.8,2077.8,0.97940137,1.03388565,1.00352572,0.992,1.00125289,1.028,1.03208822,1.021,"PASS",1.017,1.017,1410.1,0.2
"seq.12764.3","12764-3",3,"SL019856","Engulfment and cell motility protein 1","ELMO1","Q92556","9844","ELMO1","Human","RFU","Protein","20",639.2,639.2,0.88262911,0.76633497,0.88299489,0.969,0.90015491,1.032,0.89624229,1.028,"PASS",1.061,0.996,349.2,0.2
"seq.12766.33","12766-33",3,"SL019872","Probable G-protein coupled receptor 142","GP142","Q7Z601","350383","GPR142","Human","RFU","Protein","20",391.6,391.6,1.02836134,1.00153453,1.01979167,0.956,1.01319534,0.972,0.97243606,0.989,"PASS",0.995,1.039,199.1,0.2
"seq.12768.3","12768-3",3,"SL019887","Protein phosphatase 1 regulatory subunit 3B","PPR3B","Q86XI6","79660","PPP1R3B","Human","RFU","Protein","0.5",1440.3,1440.3,0.90659029,0.88896433,0.94594772,0.963,0.90097585,0.989,0.83811463,1.029,"PASS",1.119,1.027,2956.6,0.005
"seq.12771.19","12771-19",3,"SL011309","Zinc finger protein 180","ZN180","Q9UJW8","7733","ZNF180","Human","RFU","Protein","20",498.2,498.2,0.99799679,1.02531385,1.022578,0.96,0.9969982,0.92,0.98594894,0.954,"PASS",0.953,0.94,317.5,0.2
"seq.12772.8","12772-8",3,"SL019857","Nuclear pore complex protein Nup98-Nup96","NUP98","P52948","4928","NUP98","Human","RFU","Protein","20",468.1,468.1,0.96138838,0.95784735,0.97908387,1.01,0.95122942,1.013,0.97520833,1.028,"PASS",1.053,1.04,335.6,0.2
"seq.12774.12","12774-12",3,"SL019873","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1","HCN1","O60741","348980","HCN1","Human","RFU","Protein","20",714.9,714.9,0.99030337,1.01131702,1.00435516,1.043,1.04334501,1.068,1.04762603,1.066,"PASS",1.053,1.052,363.8,0.2
"seq.12775.6","12775-6",3,"SL006995","High mobility group protein B3","HMGB3","O15347","3149","HMGB3","Human","RFU","Protein","20",2443.1,2443.1,1.22991341,1.22744172,1.04307916,0.979,1.16238462,0.948,1.1077809,0.955,"PASS",0.882,0.928,1883.5,0.2
"seq.12777.11","12777-11",3,"SL013086","Splicing factor 1","SF01","Q15637","7536","SF1","Human","RFU","Protein","20",1634.7,1634.7,1.056827,1.01926674,1.05369344,0.966,1.05587133,1.078,1.06495114,1.003,"PASS",0.997,1.058,778.1,0.2
"seq.12779.30","12779-30",3,"SL019909","PR domain zinc finger protein 4","PRDM4","Q9UKN5","11108","PRDM4","Human","RFU","Protein","20",4637.4,4637.4,1.22740988,1.21274092,1.13670123,1.036,1.1749772,1.01,1.13556002,1.017,"PASS",1.002,0.977,3261.2,0.2
"seq.12781.2","12781-2",3,"SL014970","RISC-loading complex subunit TARBP2","TRBP2","Q15633","6895","TARBP2","Human","RFU","Protein","20",756.1,756.1,0.97097727,0.97510962,0.93623081,0.983,0.93345679,0.968,0.91316425,0.974,"PASS",0.999,0.963,511.5,0.2
"seq.12783.29","12783-29",3,"SL008807","Heterogeneous nuclear ribonucleoprotein M","HNRPM","P52272","4670","HNRNPM","Human","RFU","Protein","20",2523.9,2523.9,1.07299549,1.07058324,1.07845148,0.995,1.14592509,1.028,1.12981781,1.091,"PASS",1.085,1.039,3290,0.2
"seq.12784.10","12784-10",3,"SL025797","Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 1,Isoform II","APBB3:PID 1","O95704","10307","APBB3","Human","RFU","Protein","20",1609.4,1609.4,1.0616095,1.03711819,1.05548269,0.999,1.0658984,1.054,1.08669818,1.038,"PASS",1.026,1.015,1098.2,0.2
"seq.12785.49","12785-49",3,"SL009382","Transcriptional regulator Kaiso","KAISO","Q86T24","10009","ZBTB33","Human","RFU","Protein","20",241.1,241.1,0.89728322,0.88868411,0.82062628,1.009,0.85526783,1.038,0.76080783,1.022,"PASS",0.954,1.019,191.3,0.2
"seq.12786.61","12786-61",3,"SL015257","Glycerophosphocholine phosphodiesterase GPCPD1","GDE5","Q9NPB8","56261","GPCPD1","Human","RFU","Protein","20",611.6,611.6,0.93359792,0.94280869,0.91529482,0.992,0.9126996,1.001,0.90047114,1.021,"PASS",0.999,1.068,616.1,0.2
"seq.12787.47","12787-47",3,"SL014834","Zinc finger protein 134","ZN134","P52741","7693","ZNF134","Human","RFU","Protein","20",371.1,371.1,0.89920039,0.93735792,0.90556369,0.978,0.88483548,0.962,0.85724186,0.982,"PASS",1,1.009,263.8,0.2
"seq.12788.6","12788-6",3,"SL019859","SAGA-associated factor 29 homolog","SGF29","Q96ES7","112869","SGF29","Human","RFU","Protein","20",485.2,485.2,1.25569358,1.33369984,1.24155578,1.004,1.27650618,0.987,1.13843266,0.994,"PASS",0.976,1.041,380.4,0.2
"seq.12790.10","12790-10",3,"SL019874","Coiled-coil domain-containing protein 51","CCD51","Q96ER9","79714","CCDC51","Human","RFU","Protein","20",738,738,0.86174685,0.88309202,0.82255907,1.023,0.85754125,1.006,0.74155949,1.048,"PASS",0.962,1.048,615.8,0.2
"seq.12793.4","12793-4",3,"SL019894","Piwi-like protein 1","PIWL1","Q96J94","9271","PIWIL1","Human","RFU","Protein","20",739.8,739.8,1.00900164,1.01985112,1.02408638,0.971,1.01120831,1.019,1.0275,1.015,"PASS",0.995,1.009,474.6,0.2
"seq.12794.6","12794-6",3,"SL019902","NACHT, LRR and PYD domains-containing protein 4","NALP4","Q96MN2","147945","NLRP4","Human","RFU","Protein","20",1083.6,1083.6,1.045845,1.05758345,0.96655071,0.986,0.97630417,0.935,0.93429902,0.978,"PASS",0.959,0.974,679.4,0.2
"seq.12795.2","12795-2",3,"SL019910","Zinc finger protein 566","ZN566","Q969W8","84924","ZNF566","Human","RFU","Protein","20",984.8,984.8,1.04565725,1.04922225,0.96871926,0.957,1.01202343,0.917,0.91261236,0.968,"PASS",0.911,0.934,624.5,0.2
"seq.12796.44","12796-44",3,"SL019860","Diphosphoinositol polyphosphate phosphohydrolase 1","NUDT3","O95989","11165","NUDT3","Human","RFU","Protein","20",573.2,573.2,0.85373846,0.9297648,0.87152197,1.028,0.88607204,1.068,0.82856317,1.072,"PASS",1.056,1.037,437.4,0.2
"seq.12798.46","12798-46",3,"SL019875","Electroneutral sodium bicarbonate exchanger 1","S4A8","Q2Y0W8","9498","SLC4A8","Human","RFU","Protein","20",581.5,581.5,1.13000389,1.13066304,1.07169185,0.931,1.06579912,0.971,1.16813982,0.985,"PASS",0.991,0.888,369.1,0.2
"seq.12799.65","12799-65",3,"SL019880","DnaJ homolog subfamily C member 27","DJC27","Q9NZQ0","51277","DNAJC27","Human","RFU","Protein","20",736,736,0.95151907,0.96221728,0.92057536,1.013,0.94153767,1.041,0.94274369,1.011,"PASS",1.027,1.029,484.2,0.2
"seq.12800.5","12800-5",3,"SL019890","Tubulin polymerization-promoting protein family member 2","TPPP2","P59282","122664","TPPP2","Human","RFU","Protein","20",5023.2,5023.2,0.97194381,0.94481436,1.01439851,1.031,1.01616329,1.07,1.04894754,1.069,"PASS",1.125,1.063,3292.3,0.2
"seq.12801.33","12801-33",3,"SL019895","Interferon regulatory factor 2","IRF2","P14316","3660","IRF2","Human","RFU","Protein","20",566.4,566.4,0.99020979,1.04811251,1.05317962,1.034,1.00675435,1.07,1.05651931,1.035,"PASS",1.077,1.105,450.5,0.2
"seq.12803.9","12803-9",3,"SL019911","Zinc finger protein 329","ZN329","Q86UD4","79673","ZNF329","Human","RFU","Protein","20",567.5,567.5,1.04511971,1.02714932,1.03596203,0.999,1.03219352,0.968,1.0069198,0.985,"PASS",0.946,0.991,379.9,0.2
"seq.12804.5","12804-5",3,"SL019919","Glucocorticoid modulatory element-binding protein 2","GMEB2","Q9UKD1","26205","GMEB2","Human","RFU","Protein","20",476.1,476.1,0.86705518,0.87486218,0.84131472,0.982,0.88297478,0.981,0.78486647,1.009,"PASS",0.947,1.022,359.2,0.2
"seq.12807.89","12807-89",3,"SL019940","Rho GTPase-activating protein 30","RHG30","Q7Z6I6","257106","ARHGAP30","Human","RFU","Protein","0.5",996.4,996.4,0.94079879,1.02132021,1.06158108,1.026,1.02152963,1.016,0.94186596,1.029,"PASS",1.054,1.004,993.5,0.005
"seq.12808.103","12808-103",3,"SL013301","Calcium-regulated heat-stable protein 1","CHSP1","Q9Y2V2","23589","CARHSP1","Human","RFU","Protein","20",1749.9,1749.9,1.13291467,1.144249,1.14260529,0.956,1.13740656,0.997,1.19880797,0.993,"PASS",1.024,0.975,1293.2,0.2
"seq.12811.55","12811-55",3,"SL019912","Zinc finger protein 415","ZN415","Q09FC8","55786","ZNF415","Human","RFU","Protein","20",885,885,1.05785322,1.07913669,1.0194678,0.982,1.01642357,0.953,1.09003572,0.945,"PASS",0.953,0.931,470,0.2
"seq.12812.25","12812-25",3,"SL009425","Acylphosphatase-2","ACYP2","P14621","98","ACYP2","Human","RFU","Protein","20",6561.1,6561.1,0.87698826,0.93343292,0.99038462,1.012,0.936377,1.065,0.95872056,1.006,"PASS",1.122,1.074,6428.1,0.2
"seq.12813.18","12813-18",3,"SL006654","EH domain-binding protein 1","EHBP1","Q8NDI1","23301","EHBP1","Human","RFU","Protein","20",1275.5,1275.5,1.13186618,1.18255146,1.17061307,0.997,1.15055024,1.013,1.1731972,0.999,"PASS",1.032,1.042,880.4,0.2
"seq.12814.17","12814-17",3,"SL019933","RNA-binding protein 40","RBM40","Q96LT9","55599","RNPC3","Human","RFU","Protein","20",579.8,579.8,0.92886895,0.9201714,0.85478402,0.99,0.87955097,1.029,0.81284172,0.985,"PASS",0.979,1.029,430.6,0.2
"seq.12815.9","12815-9",3,"SL008104","Isoleucine--tRNA ligase, cytoplasmic","SYIC","P41252","3376","IARS1","Human","RFU","Protein","20",399.6,399.6,1.05102578,1.02095043,1.02330346,0.996,0.99107143,1.006,1.09479452,0.984,"PASS",1.013,1.005,363.3,0.2
"seq.12817.1","12817-1",3,"SL019954","GTP-binding protein GEM","GEM","P55040","2669","GEM","Human","RFU","Protein","0.5",4213,4213,1.26905235,1.23704378,1.3753591,0.918,1.2078555,0.954,1.15310926,0.954,"PASS",0.903,0.923,2175.4,0.005
"seq.12818.159","12818-159",3,"SL019965","Urea transporter 2","UT2","Q15849","8170","SLC14A2","Human","RFU","Protein","20",1269,1269,0.93722304,0.99109653,0.99171616,0.905,0.95313204,0.864,0.94174397,0.828,"PASS",0.972,0.861,1011.3,0.2
"seq.12820.1","12820-1",3,"SL019920","GRB2-related adapter protein","GRAP","Q13588","10750","GRAP","Human","RFU","Protein","20",2410.5,2410.5,1.16550624,1.1651119,1.05756153,0.966,1.11752434,0.922,1.10934696,0.924,"PASS",0.914,0.913,1519.6,0.2
"seq.12821.6","12821-6",3,"SL019926","NACHT, LRR and PYD domains-containing protein 10","NAL10","Q86W26","338322","NLRP10","Human","RFU","Protein","20",2911.1,2911.1,1.08505721,1.03223176,1.06696232,0.976,1.07934448,1.001,1.14718632,0.961,"PASS",0.987,0.951,1674.2,0.2
"seq.12822.34","12822-34",3,"SL025793","Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 1","APBB1:PID 1","O00213","322","APBB1","Human","RFU","Protein","20",1551.4,1551.4,0.99896974,0.9637222,0.89764508,0.935,0.9537686,1.018,0.83158233,1.016,"PASS",0.975,1.015,1167.5,0.2
"seq.12825.18","12825-18",3,"SL019955","DCC-interacting protein 13-alpha","DP13A","Q9UKG1","26060","APPL1","Human","RFU","Protein","20",582.4,582.4,0.97865905,0.98345154,0.94729993,1.127,0.97849462,1.223,1.03464203,1.203,"FLAG",1.256,1.287,2108.2,0.2
"seq.12826.5","12826-5",3,"SL019966","Sodium/iodide cotransporter","SC5A5","Q92911","6528","SLC5A5","Human","RFU","Protein","20",9679.6,9679.6,1.23239499,1.02834438,1.22664774,0.853,1.20514449,1.102,1.19837074,1.076,"PASS",1.081,1.043,1725.2,0.2
"seq.12827.37","12827-37",3,"SL014817","Regulator of G-protein signaling 3","RGS3","P49796","5998","RGS3","Human","RFU","Protein","20",820.5,820.5,1.15938957,1.21053408,1.06199845,1.016,1.12212801,0.938,1.24186469,0.952,"PASS",0.909,0.947,488.6,0.2
"seq.12830.4","12830-4",3,"SL019934","Histone deacetylase complex subunit SAP18","SAP18","O00422","10284","SAP18","Human","RFU","Protein","20",1420.4,1420.4,1.05873584,1.07589759,1.04073857,1.007,1.02474569,0.989,1.06397004,1.008,"PASS",1.018,0.975,1356,0.2
"seq.12831.21","12831-21",3,"SL015132","Calcineurin B homologous protein 3","TESC","Q96BS2","54997","TESC","Human","RFU","Protein","20",2822.6,2822.6,1.01554292,0.99632898,0.97769311,0.969,1.00670519,1.043,1.01869496,1.002,"PASS",1.032,1.016,2197.2,0.2
"seq.12832.10","12832-10",3,"SL019949","Set1/Ash2 histone methyltransferase complex subunit ASH2","ASH2L","Q9UBL3","9070","ASH2L","Human","RFU","Protein","20",1234.7,1234.7,0.92486891,0.96078126,0.88553396,0.982,0.94962313,0.968,0.86981331,1.016,"PASS",0.966,0.995,930.4,0.2
"seq.12834.3","12834-3",3,"SL019967","Potassium voltage-gated channel subfamily F member 1","KCNF1","Q9H3M0","3754","KCNF1","Human","RFU","Protein","20",1646.8,1646.8,1.01416431,1.04128991,0.98375149,0.985,0.99414428,1.012,0.96349169,1.008,"PASS",1.002,0.987,1162.7,0.2
"seq.12835.101","12835-101",3,"SL019914","Pyrin domain-containing protein 1","PYDC1","Q8WXC3","260434","PYDC1","Human","RFU","Protein","20",459.5,459.5,1.02292965,1.01704294,1.00635129,1.012,0.96696128,0.979,1.02406953,0.967,"PASS",0.993,0.965,280.9,0.2
"seq.12838.28","12838-28",3,"SL019935","Dual specificity protein phosphatase 15","DUS15","Q9H1R2","128853","DUSP15","Human","RFU","Protein","20",507.9,507.9,1.03085042,1.01803969,1.04721649,1.005,1.01783567,0.956,1.08271158,1.034,"PASS",1.055,0.964,259.5,0.2
"seq.12842.43","12842-43",3,"SL019968","Syntaxin-10","STX10","O60499","8677","STX10","Human","RFU","Protein","20",5503,5503,1.13858313,1.08596124,1.13421823,1.016,1.15234007,1.033,1.16729949,1.027,"PASS",1.068,1.077,3663.6,0.2
"seq.12843.6","12843-6",3,"SL019915","Zinc finger protein 410","ZN410","Q86VK4","57862","ZNF410","Human","RFU","Protein","20",559.9,559.9,0.974926,0.95350817,0.89483778,1.144,0.95140187,1.069,0.8106269,0.974,"PASS",0.959,1.074,482,0.2
"seq.12844.10","12844-10",3,"SL006067","BAG family molecular chaperone regulator 4","BAG4","O95429","9530","BAG4","Human","RFU","Protein","20",706.3,706.3,0.93253235,0.88865123,0.81889855,0.99,0.882875,0.97,0.77343408,1.055,"PASS",0.979,1.034,580.1,0.2
"seq.12845.18","12845-18",3,"SL011225","Sorting nexin-17","SNX17","Q15036","9784","SNX17","Human","RFU","Protein","20",5302.1,5302.1,1.26126362,1.26240476,1.08237047,1.076,1.17756407,0.888,1.17026067,0.901,"PASS",0.863,0.901,3310.6,0.2
"seq.12846.3","12846-3",3,"SL019936","F-box/LRR-repeat protein 5","FBXL5","Q9UKA1","26234","FBXL5","Human","RFU","Protein","20",541.5,541.5,0.97708409,0.97008241,0.95083406,1.003,0.95133521,1.017,0.99303136,1.013,"PASS",1.015,0.998,350,0.2
"seq.12847.27","12847-27",3,"SL019942","mRNA-capping enzyme","MCE1","O60942","8732","RNGTT","Human","RFU","Protein","20",1284.5,1284.5,0.91710695,0.88027686,0.83409091,0.994,0.88306064,1.006,0.71057144,1.022,"PASS",0.939,1.016,927.5,0.2
"seq.12848.9","12848-9",3,"SL019951","Rho guanine nucleotide exchange factor 2","ARHG2","Q92974","9181","ARHGEF2","Human","RFU","Protein","20",1129.5,1129.5,1.0779729,1.08293384,1.01336802,0.994,1.04913617,0.963,1.04293629,0.981,"PASS",0.918,0.926,723,0.2
"seq.12849.25","12849-25",3,"SL019958","GSK3-beta interaction protein","GSKIP","Q9P0R6","51527","GSKIP","Human","RFU","Protein","20",664.1,664.1,1.00514606,0.97892099,0.96892326,1.01,0.96009831,1.026,0.94171866,1.028,"PASS",1.032,1.058,472.5,0.2
"seq.12851.5","12851-5",3,"SL019921","DNA-directed DNA/RNA polymerase mu","DPOLM","Q9NP87","27434","POLM","Human","RFU","Protein","20",1209.9,1209.9,1.05529874,1.02542588,1.01323172,1.017,1.02786509,1.026,1.03339597,1.034,"PASS",1.046,1.076,738.5,0.2
"seq.12853.112","12853-112",3,"SL019937","Tropomodulin-2","TMOD2","Q9NZR1","29767","TMOD2","Human","RFU","Protein","20",330.8,330.8,0.93525587,0.98247698,0.89793702,0.933,0.94948335,1.032,0.94541298,1.002,"PASS",0.966,1.025,234.4,0.2
"seq.12854.3","12854-3",3,"SL019943","Transcriptional enhancer factor TEF-5","TEAD3","Q99594","7005","TEAD3","Human","RFU","Protein","20",818.5,818.5,1.06395424,1.07569983,1.09865772,0.883,1.06257302,0.969,1.14748353,0.964,"PASS",0.956,0.942,2228.2,0.2
"seq.12855.16","12855-16",3,"SL011299","Cas scaffolding protein family member 4","CT032","Q9NQ75","57091","CASS4","Human","RFU","Protein","20",1400.9,1400.9,1.05038614,1.05275419,1.05784188,0.942,1.09762595,1.012,1.0576023,0.963,"PASS",0.981,0.978,1125,0.2
"seq.12856.14","12856-14",3,"SL019959","Transmembrane protein 237","TM237","Q96Q45","65062","TMEM237","Human","RFU","Protein","20",985.3,985.3,1.02422037,1.04485684,1.01357885,1,1.01598268,1.004,0.99485057,0.997,"PASS",1.034,1.046,697.4,0.2
